ŠIFRA,VRSTA,ČLANEK,VSEBINA,LINK
83/54,Programiranje,"Koroški fužinar (05.09.1983, letnik 33, številka 3)",>>Računalništvo v Železarni Ravne podrobno!!!,https://www.dlib.si/stream/URN:NBN:SI:DOC-RJYVXOQB/32da303c-80ff-468f-bdef-9ff1fb5a7873/PDF
84/15,Programiranje,"Informativni fužinar (15.09.1984, letnik 21, številka 9)",>>Uporaba procesnega računalnika v jeklarni,https://www.dlib.si/stream/URN:NBN:SI:DOC-JWPUKZLE/7a2953fb-a3d4-45fe-9d6d-0c89ce1c3c40/PDF
84/33,Programiranje,"Sobotna priloga (14.04.1984, letnik 26, številka 88)",">>Možnost velikih zaslužkov s programsko opremo
'Pred kratkim Metalka prodala računalniški program za 80000 dolarjev'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-T8IBL9JW/2/index.html
,,,,
78/07,Splošno,"Železarski zbornik (1978, letnik 12, številka 2)
in Železarski zbornik (1978, letnik 12, številka 4)",">>Uporaba procesnega računalnika v elektrojeklarni
>>Računalniško upravljanje električne moči obločnih peči","https://www.dlib.si/stream/URN:NBN:SI:DOC-QPE0W2FI/81fa1ad9-53b6-4c25-9f30-55824ea9b533/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-WGWQTP0J/134cc2e6-72d9-4c63-b63d-b534a954bde4/PDF "
78/09,Splošno,"Naš Aero (03.11.1978, letnik 17, številka 5)",>>Uporaba mikrofilma,https://www.dlib.si/stream/URN:NBN:SI:DOC-VXPXCQ1S/73450c59-6e4b-4e7d-bfbf-eed4948527db/PDF
,Splošno,,,
79/16,Splošno,"Delo (30.06.1979, letnik 21, številka 151",>>Linotron 303 elektronska fotostavnica v Delu,http://www.dlib.si/listalnik/URN_NBN_SI_doc-T2FSSUWW/4/index.html
79/31,Splošno,"Delo (29.12.1979, letnik 21, številka 303)",">>Intervju Miloš Kobe Iskra
'Kakšen bo razvoj elektronike v naslednjih dvajsetih letih'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-R52Z75IW/24/index.html
79/32,Splošno,"Sobotna priloga (22.09.1979, letnik 21, številka 222)",>>IBM in sedem škratov,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-LUVX55D6/8/index.html
,Splošno,,,
80/02,Splošno,"Delo (24.03.1980, letnik 22, številka 69)",">>Iskradata 1680 v Planici 80
'Sistem za zajemanje, seštevanje in prikazoanje rezultatov v Planici je bil prvič predstavljen 1974. Konsturiral ga je FE. Že od začetka so si prizadevali za direkten prenost podatkov prek računalnika, vendar prej to ni bilo mogoče. Zdaj sistem Iskradata 1680-10 komunicira z elektronskim sistemom v sodniškem stolpu, od katerega dobiva podatke, izračuna točke in posreduje rezulatat nazaj v sodniški stolp.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-XO5I7D93/12/index.html
80/05,Splošno,"Glas (14.11.1980, letnik 33, številka 88)",">>Iskradata na turnirju
'V šahovskem turnirju Iskre prvič vključen tudi računalnik.'",http://www.dlib.si/stream/URN:NBN:SI:DOC-GZWSFD8H/11b53a12-74ab-4720-b9d6-5066909ef719/PDF
80/09,Splošno,"Naš čas (29.08.1980, letnik 16, številka 32)",">>Stabilizacija
'Gorenje in Iskra bosta morala poiskati tudi skupno osnovo za razvoj računalništva.. se moramo prav vsi zavedati, jc bilo še poudarjeno, da stabilizacija velja za vse in da bo tempo razvoja v prihodnje počasnejši od tistega, ki smo ga dosegali doslej'",https://www.dlib.si/stream/URN:NBN:SI:DOC-NHYQY5JJ/a61e3901-b5fb-4474-872b-31c407477742/PDF
80/20,Splošno,"Delo (02.04.1980, letnik 22, številka 78)",">>Zakon o začasni prepovedi razpolaganja z družbenimi sredstvi za financiranje
'V letu 1980 je med drugim prepovedal tudi nakup administrativne opreme vključno z računalniki.. to velja tudi za tiste, ki so jih naročili že lani. Prepoved bo prizadela tudi domača proizvajalca Iskra in Elektrotehna'
'Varčevanje pri izdatkih je več kot potrebno, zlasti pri takih ki ne prispevajo k kakovostnejši in gospodarnejši proizvodnji, vendar pa izdatki za nakup računalnika gotovo ne sodijo mednje'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-AO5B7MJY/4/index.html
80/32,Splošno,"Delo (06.09.1980, letnik 22, številka 209)",">>Računalnike za izvedbo zimskih olimpijskih iger 84 bo montirala Iskra
'Sistem mora delovati vsaj dve leti pred začetkom iger'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-801U7PQR/2/index.html
80/41,Splošno,"Delo (25.12.1980, letnik 22, številka 300)",">>Najemniki računalnikov opozarjajo na škodo zaradi predpisov o uvozu
'Od 140 najetih računalnikov jih 120 sodi v starejše računalniške generacije, njihova zmogljivost je zelo skromna, najemnina pa nesorazmerno visoka. Sistemov ne morejo zamenjati zaradi pred leti sprejetih zakonov, ki onemogočajo zamenjavo zastarelih najetih sistmeov''Z zamenjavo bi v državi lahko prihranili miljone letno, hkrati pa bi bile pridobljene večje kapacitete'
>>Nov sistem Cyber 170 v Metalki",http://www.dlib.si/listalnik/URN_NBN_SI_doc-868G2PGR/4/index.html
,Splošno,,,
81/04,Splošno,"Delo (09.02.1981, letnik 23, številka 31)",>>Iskradata 1680 na trnovskem smučarskem maratonu,http://www.dlib.si/listalnik/URN_NBN_SI_doc-TCZOOF87/10/index.html
81/07,Splošno,"Informatica (1981, letnik 5, številka 3)",">>Tiha revolucija
'Vedno večje zmogljivosti novih mikroprocesorjev, predvsem Intel'
'Na tržišče prihajajo programski paketi, od operacijskih do uporabniških sistemov. Usodo mikroračunalniškega tržišča krojita predvsem dva operacijska koncepta in sistema: CP/M in iz UNIX izplejani Xenix'
'V povezavi s hitrim tehnološkim razvojem procesorjev in programske opreme velja omeniti tudi bistvene tehnološke dopolnitve periferne opreme za mikroračunalniške sistetne. Diski Winchester postajajo standardni dodatki, na tržišče prihajajo novi integrirani krmilniki za diske podjetja WD in ceneni iglični tiskalniki'
'IBM prihaja na tržišče z osebnim račuanlnikom, ki se bo prodajal kot blago za široko potrošnjo.. mikroprocesor Intel 8088'
'Operacijski sistem IBM PC DOS bo vseboval dokumentacijo tzvirnih programov (s komentarji) za osnovni V/I sistem (BIOS) in za diagnostični program, ki se začne
avtomatično izvajati po vklopu računalnika. V priročniku računalnika bodo objavljena logična in tehnična vezja, priključnice in specifikacije pripadajočih standardov. Tako bo moč na IBMov aistem neodvisno in samostojno priključevati poljubno periferijo, dodajati nove sistemske in aplikativne programske pakete, nove plošče tiskanih vezij itn.'
'Tudi Delta Elektrotehna je na Interbiro najavila svoj novi sistem Delta 323/M, ki uporablja procesor Z80 z 64KB hitrega pomnilnika.'
'Tudi Deltina proizvodna veriga je odprta za jugoslovanske proizvajalce od tiskanih plošč do operacijske programske ppreme. Deltin jugoslovanski koncept se tako uvršča med proizvodne koncepte razvitih, se ne zapira, omejuje in ograjuje proti takoimenovani konkurenci: nasprotno, vabi jo k sodelovanju, k rentabllni in ekonomsko upravičeni proizvodnji, k pokrivanju zahtev domačega in tujega tržišča, k regularni računalniški proizvodnji v SFRJ'",https://www.dlib.si/stream/URN:NBN:SI:DOC-RA6DUF0M/f38188de-c513-456d-bc29-e792613959ac/PDF
81/35,Splošno,"Delo (04.12.1981, letnik 23, številka 280)",">>Telefonomanija ljubljančanov
'Računalnik zarad velike obremenitve toliko časa išče prosto linijo, da se sesuje in traja nekaj minut, da spet začne delati. Priključenih je 7000 naročnikov. Monterji so morali na novo vključiti stotisoče žic. V Beogradu, kjer je priključenih 100.000 naročnikov beležijo 30.000 pozivov na uro, v Ljubljani pa pri 7000 naročnikih kar 60.000 pozivov.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-ECLPUUXP/2/index.html
,Splošno,,,
82/06,Splošno,"Informatica (1982, letnik 6, številka 2)",>>Informatizacija kot svetovni izziv,https://www.dlib.si/stream/URN:NBN:SI:DOC-XRDC8EDM/df6167f1-a2fe-42d1-b751-260b5671ac58/PDF
82/15,Splošno,"Delo (15.01.1982, letnik 24, številka 11)",">>Iskra bo v Bolgarijo dobavila mikroračunalniški telekumnikacijski sistem, ki omogoča daljinsko vodenje sodobnega železniškega prometa",http://www.dlib.si/listalnik/URN_NBN_SI_doc-GQUHYFQR/2/index.html
82/17,Splošno,"Delo (28.01.1982, letnik 24, številka 22)",">>Menjava stare najete opreme še vedno ni možna, računalnikov si v tujini tudi ni mogoče več izposojati",http://www.dlib.si/listalnik/URN_NBN_SI_doc-M7MPTZI0/4/index.html
82/31,Splošno,"Delo (07.05.1982, letnik 24, številka 104)
in Delo (11.05.1982, letnik 24, številka 107)",">>Informatica 82
>>V zveznem zavodu za statistiko je 13 let star računalnik!","http://www.dlib.si/listalnik/URN_NBN_SI_doc-XYNKPTHE/12/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-T3AG2HQL/index.html "
82/37,Splošno,"Delo (17.06.1982, letnik 24, številka 139)",>>Procesni računalnik za zmanjševanje električne porabe v konici,http://www.dlib.si/listalnik/URN_NBN_SI_doc-G1UZQZCM/38/index.html
82/40,Splošno,"Delo (15.07.1982, letnik 24, številka 163)",">>Člani ZK Iskre-Delta
'Od komunistov Iskre-Delta je pričakovati, da bodo namenili pozornost predvsem ključnim idejnim vprašanjem v računalništvu, kar bi prispevalo k oblikovanju dolgoročnejše idejne vizije in projekcije na tem področju. Ocenijo naj tudi, kaj so dosegli v strokovnem, znanstvenem in organizacijskem smislu.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-OVIERHZJ/2/index.html
82/52,Splošno,"Delo (27.12.1982, letnik 24, številka 300)",">>Prvenstvo v radiotelegrafiji
'Zanimivost tekmovanja je bil računalniški sistem, ki sta ga izdelala radioamaterja in omogoča istočasno učenje telegrafije za operaterje z različnim znanjem in izključuje možnost človeške napake'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-UQ71LZ8C/10/index.html
,Splošno,,,
83/04,Splošno,,,
83/07,Splošno,"Delegatska tribuna (30.06.1983, letnik 9, številka 7)
in Delegatska tribuna (09.11.1983, letnik 9, številka 10)","RGS je iskala primernega investitorja, ki bi prevzel proizvodno halo Plutala, ki stoji več let nedograjena, kerje Plutal odstopil od nadaljnje gradnje tovarne v coni MP/3. Za najprimernejši razvojni program je koordinacijski odbor ocenil izgradnjo tovarne računalnikov Elektrotehne - DO Delta, vendar bo tudi ta program zaradi novih investicijskih pogojev verjetno premenjen in bo potrebna njegova ponovna presoja.'
'Iskra DO Delta se mora v roku enega meseca dokončno odločiti glede realizacije planirane investicije v MP-3.'","https://www.dlib.si/stream/URN:NBN:SI:DOC-MJAR9IDI/f1d9457a-1a33-41e2-9de8-7fdf9c5962c9/PDF 
https://www.dlib.si/stream/URN:NBN:SI:DOC-VO29QQAP/56ff60f6-3bf5-4868-86a7-d9679bba4a77/PDF "
83/17,Splošno,"Delo (09.02.1983, letnik 25, številka 32)
in Delo (27.07.1983, letnik 25, številka 171)",>>Temelji strategije tehnološkega razvoja!!,"http://www.dlib.si/listalnik/URN_NBN_SI_doc-6V86RKB8/12/index.html
http://www.dlib.si/listalnik/URN_NBN_SI_doc-6BPE79U5/12/index.html "
83/19,Splošno,"Delo (17.03.1983, letnik 25, številka 63)",">>Na strojni fakulteti razvijajo nove naprave
'Naprave v celoti-z računalnikom vred-iz domačega materiala. Razvili kotel za centralno kurjavo, strežne naprave za proizvodnjo, kjer uspešno nadomeščajo delavce pri nevarnih, enoličnih ali zdravju škodljivih delih.'",http://www.dlib.si/listalnik/URN_NBN_SI_doc-EXER5A8U/index.html
83/26,Splošno,"Delo (20.04.1983, letnik 25, številka 92)
in Delo (23.04.1983, letnik 25, številka 95)",">>Posvet o standardih v informacijskih sistemih.. Še vedno neenotno stanje
'Slovenija ima tretjino vseh računalnikov v Jugoslaviji, vendar je oprema večkrat slabo izkoriščena, po drugi strani pa prihaja do podvajanja zbiranja.. Nujno je računalniško zasnovane informacijske sisteme v vseh organizacijah poenotiti'
>>Ameriški proizvajalci dominirajo na trgu z žepnimi računalniki","http://www.dlib.si/listalnik/URN_NBN_SI_doc-W7RLLRY9/2/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_doc-GBXO61LK/12/index.html "
83/28,Splošno,"Delo (17.05.1983, letnik 25, številka 112)",">>Mikroračunalniki pridobili status infrastrukture
'Prva generacija osebnih računalnikov iz druge polovice sedemdesetih let je bila premalo zmogljiva in predraga, da bi dosegla široko potrožnjo. Da bo druga generacija zelo dostopnih osebnih računalnikov prodrla tudi k nam je bilo jasno že 1981 ko se je pojavil, oziroma 1982 ko je prišel Sinclairjev ZX 81 tudi k nam po ceni manjši od povprečne plače. Samo v Ljubljani jih je več kot 200. Tega leta se je na zahodu pojavil že novi bolj zmogljivi ZX Spectrum po ceni dveh povprečnih plač. Vsestranski računalniki, ki so močno razburili duhove in v družbi pridobili mikroračunalnikom status infrastrukture. Države na vse načine podpirajo razširjanje uporabe.'
'Pri nas pa celo računalniško usmerjena srednja šola ne more nuditi otrokom več kot pol ure praktičnega dela z računalnikom na teden. Ljudje pa iščejo vse mogoče načine, seveda tudi protizakonite, da bi do teh naprav prišli.'
'Cena mikroračunalnika domačega proizvajalca je 100 povprečnih plač, pa niti zadostne programske opreme nima. Trditev v reklamah, da je namenjen tako šolam kot zasebnikom je skoraj kot posmeh.'
'Člani društva ABACUS so napravili načrte za osebni računalnik, ki bi stal 6 povprečnih plač in jih posredovali v realizacijo domačemu proizvajalcu elektronske opreme, vendar bodo njegove zmogljivosti žal preskromne za resno delo, pomnilnik trikrat manjši kot pri ZX Spectrum, in tudi brez vmesnika za povezavo z večjimi računalniki.'",http://www.dlib.si/listalnik/URN_NBN_SI_DOC-4R0R312N/10/index.html 
83/43,Splošno,"Delo (20.10.1983, letnik 25, številka 244)",>>Intertrade bo povečal obseg in kvalitelo storitev izobraževalne in raziskovalno aplikativne dejavnosti Izobraževalnega centra v Radovljici,http://www.dlib.si/listalnik/URN_NBN_SI_DOC-575WNI3W/16/index.html
83/47,Splošno,"Delo (01.12.1983, letnik 25, številka 277)",>>Pokal Vitranc.. za računalniško obdelavo skrbi Iskra Delta,http://www.dlib.si/listalnik/URN_NBN_SI_doc-GH8X3C29/6/index.html
83/49,Splošno,"Delo (21.12.1983, letnik 25, številka 294)
in Delo (23.12.1983, letnik 25, številka 296)",">>Mikroračunalniški sejem v Cankarjevem domu
'Okoli 40 lastnikov mikroračunalnikov se je prijavilo, da bodo obiskovalcem prikazali računalnike z vso pripadajočo opremo in programi. Nekateri jih tudi prodajo ali zamenjajo. Prikazali jih bodo tudi proizvajalci.. Iskra Delta Partner, pržanskega Iskra hišni računalnik HR 80, ki je nastal iz namiznega računalnika Abacus Mikroračunalniškega kluba.. Velebit predstavlja Apple, Intertrade IBM System 1. Zveza organizacij za tehnično kulturo Slovenije-Gorazd Marinček'
>>Korak k širjenju računalniške pismenosti","http://www.dlib.si/listalnik/URN_NBN_SI_doc-8MDASLP4/16/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-BWWK0OCW/2/index.html "
83/51,Splošno,"Sobotna priloga (24.12.1983, letnik 25, številka 297)",">>Intervju Zvonko Fazarinc o mikroelektroniki in tovarni HP
>>Telekomunikacije.. Javno omrežje za prenos podatkov
'V nekaj več kot dveh desetletjih so se razvili veliki, tehnično zahtevni računalniški sistemi, z množico terminalov in telekomunikacijskih povezav. Vsak proizvajalec je iskal svoje rešitve za prenos podatkov, zato pogosto opreme različnih proizvajalcev ni mogoče povezati brez prilagajanj. To postaja vse večja ovira.'
'Ko se je začel razvijati prenos podatkov sta obstajal telefonsko in telegrafsko omrežje. Za prenos prek telefonskega omrežja je bilo potrebno prilagoditi delovanje s pomočjo modemov. V sedemdesetih se je začel razvoj specializiranih digitalnih omrežij s kratkimi časi vzpostavljanja povezave in kvalitetnim, zanesljivim prenosom. Razlika je le v centralah in prenosnih napravah. Za to omrežje so sprejeti mednarodni standardi, ki omogočajo mednarodni promet in spodbujajo standardizacijo opreme.'
'Pri nas razvoj omrežja zaostaja. Za nadaljni razvoj in povezovanje večjih centrov je potrebna izgradnja javnega omrežja. Brez omrežja so tudi vsa vlaganja v opremo manj gospodarna. Prva razmišljanja o omrežju so se pri nas začela pred desetimi leti. Takrat je bila imenovana delovna skupina za računalniške komunikacije, ki je 1975 objavila študijo Računalniško omrežje SRS. 1979 je bila ustanovljena skupina za proučitev problematike javnega omrežja za prenos podatkov. Delovno pročilo je potrdilo nujnost in upravičenost izgradnje, ki je bila opredeljena v okviru družbenega plana 1981-85, kot nosilec pa določen PTT. 1983 je bil objavljen razpis za dobavo in gradnjo omrežja.'
'Predvidena konfiguracija omrežja je s koumaticjskim vozliščem in omrežnim krmilnim centrom v Ljubljani in s koncentratorji v večjih središčih. Vozlišče v Ljubljani bo v zankastem omrežju povezano z drugimi jugoslovanskimi vozlišči z dvema 64Kbit/s vodoma, koncentratorji pa bodo vezani na vozlišče s po enim vodom hitrosti 9,6Kbit/s, medtem ko bodo na naročniških vodih možne hitrosti 0,3-48Kbit/s. Konfiguracija bo nespremenjena do 1990. Standard bo X25 z nekaj dodatnimi asihnronimi priključki za nekompatibilne povezave. Do konca 1985 lahko pričakujemo, da bo omrežje zgrajeno po celi Jugoslaviji!'","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-918PHXDH/4/index.html 
http://www.dlib.si/listalnik/URN_NBN_SI_DOC-918PHXDH/10/index.html "
,Splošno,,,
84/03,Splošno,Bit (Julij-Avgust 1984),>>Mikroprocesorji,http://retrospec.sgn.net/users/tomcat/yu/magshow.php?auto=1945
84/06,Splošno,Moj mikro (Julij-Avgust 1984),>>Integrirana vezja,http://retrospec.sgn.net/users/tomcat/yu/magshow.php?auto=308
84/13,Splošno,"Naš čas (31.10.1984, letnik 20, številka 43)",">>Seminar
'Pripravili so nekaj vaj na računalniku Partner, na novem Dialogu in ZX Spectrumu.'",https://www.dlib.si/stream/URN:NBN:SI:DOC-EAS5X66F/c0522353-b0ae-4266-9583-1655ca5daff0/PDF
84/24,Splošno,"Delo (01.02.1984, letnik 26, številka 25)
in Delo (21.02.1984, letnik 26, številka 42)",">>Računalniki na Olimpijadi 84
'Dva računalnika IBM in še dodaten sistem za vsak slučaj, ki ga je posodila JLA. Pri terminalih dela 280 operaterjev, sarajevskih dijakov, ki so opravili tečaj in prakso. Računalnik hrani najpomembnejše biografske podatke udeležencev in splošne informacije od kulturnih programov in voznih redov do tečajnih list.. Računalnik obdeluje tudi vse podatke iz poslovanja organizacijskega komiteja.. akreditacije približno 20000 ljudi in prodajo turističnih aranžmajev in vstopnic.'
>>Še več o računalnikih na olimpijskih igrah","http://www.dlib.si/listalnik/URN_NBN_SI_DOC-4DPCO9DC/10/index.html
http://www.dlib.si/listalnik/URN_NBN_SI_doc-PEK7NUKW/8/index.html "
